id,cabinet_id,party_id,pm,data_source,description,comment
232,193,1594,0,,,
233,193,1029,0,,,
234,193,1378,0,,,
235,193,1110,1,,,
236,193,168,0,,,
237,449,1113,0,,,
238,449,1378,0,,,
239,449,1110,1,,,
240,449,915,0,,,
241,608,368,1,,,
242,534,368,1,,,
243,249,794,1,,,
244,857,368,1,,,
245,415,368,1,,,
246,565,368,1,,,
247,696,368,1,,,
248,25,368,1,,,
249,783,368,1,,,
250,751,794,1,,,
251,70,368,1,,,
252,670,368,1,,,
253,498,794,1,,,
254,739,794,1,,,
255,704,794,1,,,
256,785,368,1,,,
257,182,368,1,,,
258,55,368,1,,,
259,103,368,1,,,
264,645,1575,1,,,
265,645,851,0,,,
266,645,1071,0,,,
267,731,945,0,,,
268,731,1575,1,,,
269,731,851,0,,,
270,731,1151,0,,,
271,342,572,0,,,
272,342,945,0,,,
273,342,851,1,,,
274,262,743,1,,,
275,165,1123,0,,,
276,165,1245,0,,,
277,165,829,1,,,
278,136,1123,0,ap,"Civic Democratic Alliance (ODA) withdrew from cabinet on 29 November 1997, following the Christian Democrats (KDU), over a campaign finance scandal.",
279,136,1245,0,ap,Christian Democrats (KDU) withdrew from cabinet on 28 November 1997 over a campaign finance scandal.,
280,136,829,1,ap,,
281,76,1123,0,,,
282,76,829,0,mue-rom,,
283,76,1245,1,,,
284,443,789,1,,,
285,504,789,1,afp,,
286,504,688,0,afp,,
287,504,1245,0,afp,,
288,580,789,1,,,
289,580,688,0,,,
290,580,1245,0,,"Christian Democrats pulled out of government on 30 March 2005, Previously, they demanded the resignation of PM Gross.",
291,15,789,1,afp,,
292,15,688,0,afp,,
293,15,1245,0,afp,,
294,10,1239,0,,,
295,10,1629,1,,,
296,10,211,0,,,
297,10,1605,0,,,
298,10,590,0,,,
299,10,412,0,,,
300,387,1605,1,nyt,,
301,408,1629,1,mueller,,
302,36,1605,1,mueller,,
303,853,1629,1,mueller,,
304,359,1605,1,mueller,,
305,218,1629,1,mueller,,
306,51,1629,1,mueller,,
307,51,211,0,mueller,,
308,51,1606,0,mueller,,
309,467,1629,1,mueller,,
310,467,211,0,mueller,,
311,467,1606,0,mueller,,
312,456,1629,1,mueller,,
313,456,211,0,mueller,,
314,841,1629,1,mueller,,
315,841,211,0,mueller,,
316,660,1629,1,mueller,,
317,596,211,1,mueller,,
318,596,1605,0,mueller,,
319,596,590,0,mueller,,
320,345,1629,1,mueller,,
321,320,1629,1,mueller,,
322,744,1605,1,mueller,,
323,50,1629,1,mueller,,
324,824,1629,1,mueller,,
325,824,1605,0,mueller,,
326,379,1629,1,mueller,,
327,275,1629,1,mueller,,
328,819,1324,0,mueller,,
329,819,1605,0,mueller,,
330,819,1331,0,mueller,,
331,819,590,1,mueller,,
332,837,1324,0,mueller,,
333,837,1605,0,mueller,,
334,837,1331,0,mueller,,
335,837,590,1,mueller,,
336,57,211,0,mueller,,
337,57,1605,0,mueller,,
338,57,590,1,mueller,,
339,11,1605,0,mueller,,
340,11,590,1,mueller,,
341,740,1629,1,mueller,,
342,740,1324,0,mueller,,
343,740,211,0,mueller,,
344,740,1331,0,mueller,,
345,189,1629,1,reuters,,
346,189,1324,0,reuters,Centre Democrats (CD) announced on 20 December 1996 to leave the cabinet over the increased dependence of the cabinet on far left party support but to keep supporting it. The party's ministers resigned on 30 December.,
347,189,211,0,reuters,,
348,255,1629,1,reuters,,
349,255,211,0,reuters,,
350,630,1629,1,mueller,,
351,630,211,0,mueller,,
352,482,1605,1,ejpr,,
353,482,590,0,ejpr,,
354,316,1605,1,ejpr,,
355,316,590,0,ejpr,,
356,564,1448,0,,,
357,564,552,0,,,
358,564,243,1,,,
359,4,1448,0,,,
360,4,552,0,,,
361,4,243,0,,,
362,4,1395,0,,,
363,604,1137,0,mue-rom,,
364,530,486,1,mue-rom,,
365,530,113,0,,,
366,271,486,1,mue-rom,,
367,303,486,1,mue-rom,,
368,480,1448,0,,,
369,480,113,0,mue-rom,,
370,480,846,1,,,
371,152,1137,0,,,
372,152,113,1,,,
373,138,113,0,,,
374,138,428,1,,,
375,138,417,0,,,
376,274,1137,0,,,
377,274,113,1,,,
378,274,417,0,,,
379,815,1292,0,,,
380,815,395,0,,,
381,815,1219,0,,,
382,815,94,0,,,
383,815,585,0,,,
384,125,1292,1,,,
385,125,395,0,,,
386,125,94,0,,,
387,125,585,0,,,
388,78,395,1,,,
389,872,1219,0,,,
390,872,94,1,,,
391,872,585,0,,,
392,639,395,0,valt,,
393,639,1219,0,valt,,
394,639,94,1,valt,,
395,200,395,0,,,
396,200,94,1,,,
397,200,585,0,,,
398,232,94,1,,,
399,232,585,0,,,
400,738,1219,1,,,
401,738,1118,0,,,
402,738,94,0,,,
403,738,585,0,,,
404,161,395,0,,,
405,161,94,0,,,
406,161,585,1,,,
407,685,395,0,,,
408,685,94,1,,,
409,373,395,1,valt,,
410,373,94,0,valt,,
411,373,585,0,valt,,
412,747,1219,0,mueller,,
413,747,94,1,mueller,,
414,747,585,0,nyt,RKP-SFP ministers resigned on 2 July 1957 objecting delays in the government's economic stabilization program.,
415,552,395,1,valt,,
416,552,1118,0,valt,,
417,552,94,0,"nyt, valt",Centre party ministers resigned on 27 November 1958 over disagreement on policy towards the Soviet Union.,
418,552,585,0,valt,,
419,230,94,1,valt,,
420,230,585,0,"nyt, valt",Minister of Foreign Affairs Johan Törngren (RKP-SFP) served as a private person in cabinet. The party is coded at government.fi but not in Müller/Strøm (2000).,
421,598,94,1,valt,,
422,764,1108,0,"valt, nyt",All three Social Democratic (TPSL) ministers resigned on 18 October 1963. ,
423,764,1118,0,valt,,
424,764,94,1,valt,,
425,764,585,0,valt,Swedish People's Party (RKP-SFP) opposed income and property tax increases leading to the end of the cabinet in December 1963.,
426,139,1118,0,valt,,
427,139,94,1,valt,,
428,139,585,0,valt,,
429,339,1292,0,,,
430,339,395,1,,,
431,339,1108,0,,,
432,339,94,0,,,
433,203,1292,0,,,
434,203,395,1,,,
435,203,1108,0,,,
436,203,94,0,,,
437,203,585,0,,,
438,115,1292,0,"keesings, valt",SKDL MPs refused to vote for a government bill involvinhg price control relaxation on 17 March 1971 but the three SKDL ministers did not offer to resign.,
439,115,395,0,valt,,
440,115,1219,0,valt,,
441,115,94,1,valt,,
442,115,585,0,valt,,
443,618,395,1,,,
444,769,395,1,,,
445,769,1219,0,,,
446,769,94,0,,,
447,769,585,0,,,
448,476,1292,0,,,
449,476,395,0,,,
450,476,1219,0,,,
451,476,94,1,,,
452,476,585,0,,,
453,848,1219,0,,,
454,848,94,1,,,
455,848,585,0,,,
456,466,1292,0,valt,,
457,466,395,1,valt,,
458,466,1219,0,valt,,
459,466,94,0,valt,,
460,466,585,0,valt,,
461,776,1292,0,valt,,
462,776,395,1,valt,,
463,776,94,0,valt,,
464,776,585,0,valt,,
465,378,1292,0,"nyt, valt",SKDL opposed government bill to increase defense spending on 30 December 1982.,
466,378,395,1,valt,,
467,378,94,0,valt,,
468,378,585,0,valt,,
469,650,395,1,,,
470,650,94,0,,,
471,650,200,0,,,
472,650,585,0,,,
473,614,395,0,valt,,
474,614,1118,1,valt,,
475,614,200,0,valt,,
476,614,585,0,valt,,
477,831,1463,0,"ejpr, valt",Toimi Kankaanniemi resigned on 20 June 1994 in opposition to the EU membership agreement.,
478,831,1118,0,valt,,
479,831,94,1,,,
480,831,585,0,,,
481,100,1062,0,,,
482,100,395,1,valt,,
483,100,1118,0,valt,,
484,100,585,0,valt,,
485,352,1062,0,"reuters, valt",Greens (VIHR) party group decided to resign from the cabinet opposing plans to build a new nuclear power plant (Reuters).,
486,352,1427,0,valt,,
487,352,395,1,valt,,
488,352,1118,0,valt,,
489,352,585,0,valt,,
490,877,395,0,valt,,
491,877,94,1,valt,,
492,877,585,0,valt,,
493,759,395,0,valt,,
494,759,94,1,valt,,
495,759,585,0,valt,,
496,329,686,0,,,
497,329,1539,0,,,
498,329,401,0,,,
499,329,1086,0,,,
500,329,1094,0,,,
501,329,1297,0,,,
502,411,686,0,,,
503,411,1539,0,,,
504,411,401,0,,,
505,411,1086,0,,,
506,411,1094,0,,,
507,648,686,0,,,
508,648,1539,1,,,
509,648,1086,0,,,
510,150,686,0,,,
511,150,1539,0,,,
512,150,1086,1,,,
513,52,1539,1,,,
514,330,686,0,,,
515,330,1539,1,,,
516,330,401,0,,,
517,330,1086,0,,,
518,330,1094,0,,,
519,330,1297,0,,,
520,191,1539,1,,,
521,191,401,0,,,
522,191,1086,0,,,
523,191,1297,0,,,
524,753,1539,0,,,
525,753,401,0,,,
526,753,1086,1,,,
527,753,1094,0,,,
528,753,1297,0,,,
529,263,1539,0,,,
530,263,401,1,,,
531,263,1086,0,,,
532,263,1297,0,,,
533,363,1539,0,,,
534,363,401,0,,,
535,363,1086,1,,,
536,363,1094,0,,,
537,363,1297,0,,,
538,355,401,1,,,
539,82,401,1,,,
540,82,1086,0,,,
541,636,1539,0,,,
542,636,401,0,,,
543,636,1086,1,,,
544,636,1094,0,,,
545,636,1297,0,,,
546,758,401,1,,,
547,758,1086,0,,,
548,758,1094,0,,,
549,758,1297,0,,,
550,367,1539,0,,,
551,367,401,0,,,
552,367,1086,0,,,
553,367,1094,1,,,
554,367,1297,0,,,
555,104,1539,0,,,
556,104,401,1,,,
557,104,1086,0,,,
558,104,1094,0,,,
559,104,1297,0,,,
560,826,401,0,,,
561,826,1086,0,,,
562,826,1094,1,,,
563,826,1297,0,,,
564,32,401,1,,,
565,32,1086,0,,,
566,32,1094,0,,,
567,32,1297,0,,,
568,658,401,0,,,
569,658,1086,0,,,
570,658,1094,0,,,
571,658,1297,1,,,
572,557,401,1,,,
573,557,1086,0,,,
574,557,1094,0,,,
575,557,1297,0,,,
576,400,401,0,,,
577,400,1086,0,,,
578,400,1094,0,,,
579,400,1297,1,,,
580,414,401,1,,,
581,414,1086,0,,,
582,414,1094,0,,,
583,414,1297,0,,,
584,397,401,1,,,
585,397,1086,0,,,
586,397,1094,0,,,
587,397,1297,0,,,
588,591,1539,1,,,
589,591,401,0,,,
590,209,1539,0,,,
591,209,401,1,,,
592,209,1094,0,,,
593,458,1539,0,,,
594,458,401,1,,,
595,458,1086,0,,,
596,458,1094,0,,,
597,458,1297,0,,,
598,594,1539,0,,,
599,594,401,0,,,
600,594,1086,1,,,
601,594,1094,0,,,
602,594,1297,0,,,
603,197,1539,0,,,
604,197,401,0,,,
605,197,1086,0,,,
606,197,1297,0,,,
607,692,401,0,,,
608,692,1086,0,,,
609,692,1094,1,,,
610,692,1297,0,,,
611,526,1086,0,,,
612,526,1094,0,,,
613,526,1297,0,,,
614,698,1094,0,,,
615,698,59,0,,,
616,349,1094,0,,,
617,349,59,0,,,
618,662,1094,1,,,
619,662,59,0,,,
620,93,1094,1,,,
621,93,59,0,,,
622,131,1094,0,,,
623,131,59,0,,,
624,111,1491,0,,,
625,111,1094,1,,,
626,111,59,0,,,
627,430,1491,0,,,
628,430,1094,1,,,
629,430,59,0,,,
630,607,885,0,,,
631,607,1094,1,,,
632,607,59,0,,,
633,17,885,0,,,
634,17,1094,1,,,
635,17,59,0,,,
636,159,213,0,,,
637,159,885,0,,,
638,159,1094,1,,,
639,159,59,0,,,
640,21,213,0,,,
641,21,1094,0,,,
642,21,59,0,,,
643,72,213,0,,,
644,72,885,0,,,
645,72,1094,0,,,
646,72,59,0,,,
647,771,138,0,,,
648,771,509,1,,,
649,866,1539,1,,,
650,866,1492,0,,,
651,116,686,0,,,
652,116,1539,1,,,
653,116,1492,0,,,
654,428,686,0,,,
655,428,1539,1,,,
656,428,1492,0,,,
657,843,1539,1,,,
658,843,1492,0,,,
659,290,138,1,,,
660,290,509,0,,,
661,240,1539,1,,,
662,240,509,0,,,
663,712,1539,1,,,
664,712,509,0,,,
665,229,1539,1,,,
666,199,1539,1,,,
667,199,1492,0,,,
668,318,509,0,,,
669,318,138,1,,,
670,244,509,0,,,
671,244,138,1,,,
672,422,509,0,,,
673,422,138,1,,,
674,481,873,0,,,
675,481,686,0,,,
676,481,1539,1,,,
677,481,177,0,,,
678,711,509,0,,,
679,711,138,1,,,
680,820,509,0,,,
681,820,658,1,,,
682,802,509,0,,,
683,802,658,1,,,
684,46,509,0,,,
685,46,658,1,,,
686,147,543,0,,,
687,147,808,1,,,
688,147,1180,0,,,
689,147,912,0,,,
690,192,543,0,,,
691,192,808,1,,,
692,192,1180,0,,,
693,192,912,0,,,
694,192,1507,0,dhbt,"GB/BHE ministers left party group and joined Christian Democratis (CDU) on 15 July 1955 (guest status until 20 March 1956) (Schindler 1999, 916).",
695,793,808,1,,,
696,793,1180,0,,,
697,793,912,0,"dhbt, nyt",The two ministers of the German Party (DP) left their parliamentary group on 1 July 1960 and later joined the Christian Democrats (CDU).,
698,62,543,0,nyt,FDP ministers resigned on 19 November 1962 following the Spiegel scandal but reentered the government on 13 December.,
699,62,808,1,,,
700,62,1180,0,,,
701,31,543,0,,,
702,31,808,1,,,
703,31,1180,0,,,
704,326,543,0,,Ministers withdrew from cabinet in conflict over potential tax increases.,
705,326,808,1,,,
706,326,1180,0,,,
707,170,558,0,,,
708,170,808,1,,,
709,170,1180,0,,,
710,358,558,1,,,
711,358,543,0,,Several MPs left the FDP party group and joined the CDU in opposition to the Ostpolitik.,
712,871,558,1,,,
713,871,543,0,,,
714,252,558,1,,,
715,252,543,0,,,
716,459,558,1,,,
717,459,543,0,,,
718,343,558,1,,,
719,343,543,0,,Ministers resigned on 17 September 1982 in conflict over social and tax policies.,
720,642,543,0,,,
721,642,808,1,,,
722,642,1180,0,,,
723,346,543,0,,,
724,346,808,1,,,
725,346,1180,0,,,
726,286,543,0,,,
727,286,808,1,,,
728,286,1180,0,,,
729,862,543,0,,,
730,862,808,1,,,
731,862,1180,0,,,
732,778,543,0,,,
733,778,808,1,,,
734,778,1180,0,,,
735,107,772,0,,,
736,107,558,1,,,
737,529,772,0,,,
738,529,558,1,,,
739,85,558,0,,,
740,85,808,1,,,
741,85,1180,0,,,
742,609,47,1,,,
743,865,47,1,,,
744,531,47,1,,,
745,713,1338,1,,,
746,60,1338,1,,,
747,39,1338,1,,,
748,782,1441,0,,,
749,782,47,1,,,
750,454,1338,0,,,
751,454,47,0,,,
752,362,47,1,,,
753,74,1338,1,,,
754,281,1338,1,,,
755,33,1338,1,,,
756,190,1338,1,,,
757,876,47,1,,,
758,369,546,1,,,
759,369,434,0,,,
760,369,870,0,,,
761,13,546,1,,,
762,13,434,0,,,
763,13,870,0,,,
764,488,1591,1,,,
765,488,1426,0,,,
766,827,546,0,,,
767,827,921,1,,,
768,827,870,0,,,
769,302,1591,1,,,
770,302,1426,0,,,
771,188,1591,1,,,
772,188,1426,0,,,
773,703,1319,0,indridason,,
774,703,228,0,indridason,,
775,703,1342,1,indridason,,
776,742,228,1,indridason,,
777,742,1342,0,indridason,,
778,742,1455,0,indridason,,
779,625,1342,1,indridason,,
780,766,1342,0,indridason,,
781,766,1455,1,indridason,,
782,762,1342,1,nyt,,
783,762,1455,0,nyt,Progressives (F) decided to withdraw from government at the beginning of March 1956 over the presence of United States troops in Iceland. It formally withdrew in a letter to the president on 26 March (NYT).,
784,664,1360,0,nyt,,
785,664,228,0,nyt,,
786,664,1455,1,nyt,,
787,446,228,1,indridason,,
788,331,228,0,indridason,,
789,331,1342,1,indridason,,
790,553,228,0,indridason,,
791,553,1342,1,indridason,,
792,321,228,0,indridason,,
793,321,1342,1,indridason,,
794,272,1360,0,indridason,,
795,272,53,0,indridason,,
796,272,1455,1,indridason,,
797,849,1342,1,indridason,,
798,849,1455,0,indridason,,
799,673,1360,0,indridason,,
800,673,228,0,keesings,Social Democratic ministers resigned on 9 October 1979.,
801,673,1455,1,indridason,,
802,536,228,1,indridason,,
803,752,1360,0,indridason,,
804,752,1342,1,indridason,,
805,752,1455,0,indridason,,
806,393,1342,0,indridason,,
807,393,1455,1,indridason,,
808,279,228,0,indridason,,
809,279,1342,1,indridason,,
810,279,1455,0,indridason,,
811,301,1360,0,indridason,,
812,301,228,0,indridason,,
813,301,1455,1,indridason,,
814,127,1360,0,indridason,,
815,127,228,0,indridason,,
816,127,828,0,indridason,,
817,127,1455,1,indridason,,
818,640,228,0,indridason,,
819,640,1342,1,indridason,,
820,158,1342,1,indridason,,
821,158,1455,0,indridason,,
822,177,1342,1,indridason,,
823,177,1455,0,indridason,,
824,130,1342,1,ejpr,,
825,130,1455,0,ejpr,,
826,151,280,1,,,
827,154,318,0,,,
828,154,1393,1,,,
829,154,92,0,,,
830,154,923,0,,,
831,643,280,1,,,
832,626,318,0,,,
833,626,1393,1,,,
834,626,923,0,,,
835,523,280,1,,,
836,364,280,1,,,
837,667,280,1,,,
838,217,280,1,,,
839,602,280,1,,,
840,863,280,1,,,
841,315,318,0,,,
842,315,1393,1,,,
843,794,280,1,,,
844,442,280,1,,,
845,335,318,0,,,
846,335,1393,1,,,
847,54,280,1,,,
848,867,318,0,,,
849,867,1393,1,,,
850,77,280,1,,,
851,215,651,0,,,
852,215,280,1,,,
853,870,651,0,,,
854,870,280,1,,,
855,748,318,0,,,
856,748,280,1,,,
857,573,1580,0,,,
858,573,318,0,,,
859,573,1393,1,,,
860,126,651,0,,,
861,126,280,1,,,
862,179,651,0,,,
863,179,280,1,,,
864,416,1088,0,,,
865,416,1475,0,,,
866,416,93,0,,,
867,416,1633,1,,,
868,525,1088,0,,,
869,525,1475,0,,,
870,525,1633,1,,,
871,501,242,0,,,
872,501,93,0,,,
873,501,487,0,,,
874,501,1633,1,,,
875,676,242,0,,,
876,676,93,0,,,
877,676,487,0,,,
878,676,1633,1,,,
879,123,242,0,,,
880,123,93,0,,,
881,123,1633,1,,,
882,597,93,0,,,
883,597,1633,1,,,
885,603,1633,1,,,
886,90,1633,1,,,
887,796,242,0,,,
888,796,487,0,,,
889,796,1633,1,,,
890,250,242,0,,,
891,250,487,0,,,
892,250,1633,1,,,
893,280,1633,1,,,
894,880,242,0,,,
895,880,1633,1,,,
896,372,1633,1,,,
897,615,1633,1,,,
898,810,1633,1,,,
899,347,242,0,,,
900,347,93,0,,,
901,347,1633,1,,,
902,511,1633,1,,,
903,818,1475,0,,,
904,818,242,0,,,
905,818,93,0,,,
906,818,1633,1,,,
911,433,1475,0,,,
912,433,242,0,,,
913,433,93,0,,,
914,433,1633,1,,,
915,183,1633,1,,,
916,554,93,0,,,
917,554,1633,1,,,
918,548,1633,1,,,
919,113,1008,0,,,
920,113,93,0,,,
921,113,1633,1,,,
922,89,1008,0,,,
923,89,93,0,,,
924,89,1633,1,,,
925,398,1633,1,,,
926,439,242,0,,,
927,439,487,0,,,
928,439,1633,1,,,
929,24,1475,0,,,
930,24,242,0,,,
931,24,93,0,,,
932,24,1633,1,,,
933,317,1475,0,,,
934,317,242,0,,,
935,317,1633,1,,,
936,149,93,0,,,
937,149,1633,1,,,
938,842,1633,1,,,
939,140,1633,1,,,
940,245,1633,1,,,
941,638,242,0,,,
942,638,93,0,,,
943,638,1633,1,,,
944,578,242,0,,,
945,578,487,0,,,
946,578,1633,1,,,
947,86,1475,0,,,
948,86,93,0,,,
949,86,1633,1,,,
950,464,1475,0,,,
951,464,242,0,,,
952,464,93,0,,,
953,464,1633,1,,,
954,674,1475,0,nyt,Socialists (PSI) ministers resigned on 5 August 1982 over an austerity bill announcing the resignation the day before.,
955,674,242,0,,,
956,674,93,1,,,
957,674,487,0,,,
958,674,1633,0,,,
959,87,1475,0,,,
960,87,242,0,,,
961,87,487,0,,,
962,87,1633,1,,,
963,84,1475,0,,,
964,84,242,0,,,
965,84,487,0,,,
966,84,1633,0,,,
967,334,1475,1,,,
968,334,242,0,,,
969,334,93,0,,,
970,334,487,0,,,
971,334,1633,0,,,
972,293,1475,1,,,
973,293,242,0,,,
974,293,93,0,,,
975,293,487,0,,,
976,293,1633,0,,,
977,737,1633,1,,,
978,756,1475,0,,,
979,756,242,0,,,
980,756,93,0,,,
981,756,487,0,,,
982,756,1633,1,,,
983,809,1475,0,,,
984,809,242,0,,,
985,809,93,0,,,
986,809,487,0,,,
987,809,1633,1,,,
988,460,1475,0,nyt,Socialist Party (PSI) fostered a cabinet crisis when it announced on 26 March 1991 that Italy needed a new government (NYT). ,
989,460,242,0,,,
990,460,93,0,,,
991,460,487,0,,,
992,460,1633,1,,,
993,202,1475,0,reuters,,
994,202,242,0,reuters,,
995,202,487,0,reuters,,
996,202,1633,1,reuters,,
997,176,1475,1,,,
998,176,242,0,,,
999,176,487,0,,,
1000,176,1633,0,,,
1001,801,1475,0,,,
1002,801,242,0,,,
1003,801,487,0,,,
1004,801,1633,0,,,
1005,672,373,0,afp,,
1006,672,99,0,afp,,
1007,672,596,1,afp,,
1008,672,1436,0,afp,Northern League (LN) announced on 17 December 1994 to bring down the government through a confidence vote.,
1009,276,910,0,,,
1010,276,809,0,,,
1011,276,350,0,,,
1012,276,840,1,,,
1013,214,910,0,mueller,,
1014,214,809,1,"mueller, reuters",,
1015,214,630,0,mueller,,
1016,214,840,0,mueller,,coding of alliance party_id to match seat in 'election_result'
1017,522,910,0,reuters,,
1018,522,809,1,,,
1019,522,1661,0,reuters,,
1020,522,630,0,reuters,,
1021,522,840,0,reuters,,
1022,239,910,0,,,
1023,239,809,0,ejpr,,
1024,239,1661,0,ejpr,,
1025,239,630,0,ejpr,,
1026,239,840,0,ejpr,,
1027,256,373,0,,,
1028,256,596,1,,,
1029,256,1436,0,,,
1030,567,93,0,,,
1031,567,596,1,,,
1032,567,373,0,,,
1033,567,1436,0,,,
1034,567,1287,0,,,
1035,241,1193,1,,,
1036,48,1193,1,,,
1037,649,1193,1,,,
1038,8,1193,1,,,
1039,787,1193,1,,,
1040,789,1193,1,,,
1041,656,1193,1,,,
1042,502,1193,1,,,
1043,59,1193,1,,,
1044,337,1193,1,,,
1045,227,1193,1,,,
1046,727,1193,1,,,
1047,180,1193,1,,,
1048,242,1193,1,,,
1049,568,1193,1,,,
1050,568,170,0,,,
1051,146,1193,1,,,
1052,283,1193,1,,,
1053,743,1193,1,,,
1054,106,1193,1,,,
1055,213,1193,1,,,
1056,253,1193,1,,,
